Date,Team,Inning,Pitcher,Batter,BC,Result,Prev,Next,LEV,REs,REa,WPe,WPa
08월 04일, 한화,2회말,장민재,3 나성범,5 (2-2),헛스윙 삼진,"2사 1,2루 0:2",이닝종료 0:2,1.17,0.484,-0.484,71.50%,-0.03
07월 12일, 삼성,3회말,원태인,3 나성범,1 (0-0),우익수 플라이 아웃,2사 2루 0:1,이닝종료 0:1,1.1,0.373,-0.373,62.50%,-0.031
09월 13일, 롯데,5회말,심재민,3 나성범,1 (0-0),3루수 땅볼 아웃,2사 1루 3:1,이닝종료 3:1,1.1,0.215,-0.215,21.70%,-0.031
08월 22일, KT,7회초,손동현,3 나성범,2 (1-0),좌익수 파울플라이 아웃,2사 1루 4:6,이닝종료 4:6,1.15,0.215,-0.215,89.00%,-0.033
07월 01일, LG,4회초,플럿코,3 나성범,6 (1-2),낫아웃 삼진,"2사 2,3루 5:2",이닝종료 5:2,1.13,0.634,-0.634,21.10%,-0.033
06월 28일, 키움,6회말,안우진,4 나성범,6 (3-2),좌익수 플라이 아웃,무사 4:4,1사 4:4,1.32,0.523,-0.257,54.20%,-0.034
09월 13일, 롯데,1회말,심재민,3 나성범,3 (0-2),낫아웃 삼진,1사 2루 0:0,2사 2루 0:0,1.21,0.75,-0.377,53.20%,-0.034
07월 27일, NC,1회초,페디,3 나성범,1 (0-0),우익수 플라이 아웃,1사 2루 0:0,2사 2루 0:0,1.21,0.75,-0.377,51.60%,-0.034
09월 09일, LG,7회말,김진성,3 나성범,6 (1-2),헛스윙 삼진,1사 6:5,2사 6:5,1.41,0.266,-0.167,27.60%,-0.035
06월 28일, 키움,10회말,이명종,4 나성범,1 (0-0),2루수 땅볼 아웃,2사 5:5,이닝종료 5:5,1.38,0.099,-0.099,50.00%,-0.035
07월 12일, 삼성,7회말,이재익,3 나성범,2 (0-1),유격수 땅볼 아웃,2사 3루 2:3,이닝종료 2:3,1.31,0.387,-0.387,74.80%,-0.036
08월 18일, 삼성,1회초,와이드너,4 나성범,4 (1-2),중견수 플라이 아웃,2사 3루 0:0,이닝종료 0:0,1.3,0.387,-0.387,54.80%,-0.036
07월 02일, LG,8회초,함덕주,3 나성범,3 (1-1),1루수 땅볼 아웃,무사 1:3,1사 1:3,1.45,0.523,-0.257,90.30%,-0.037
08월 11일, 롯데,6회초,윌커슨,3 나성범,5 (2-2),중견수 플라이 아웃,무사 1루 0:3,1사 1루 0:3,1.65,0.94,-0.41,86.30%,-0.038
09월 03일, SSG,1회초,오원석,3 나성범,1 (0-0),투수 땅볼 출루,"무사 1,3루 0:0","1사 2,3루 0:0",1.61,1.809,-0.232,41.50%,-0.039
08월 19일, 삼성,9회초,오승환,3 나성범,1 (0-0),2루수 병살타 아웃,1사 1루 6:5,이닝종료 6:5,0.86,0.53,-0.53,20.00%,-0.039
08월 31일, NC,3회말,페디,3 나성범,5 (2-2),좌익수 플라이 아웃,무사 1루 3:2,1사 1루 3:2,1.79,0.94,-0.41,43.70%,-0.041
07월 21일, 두산,7회말,김명신,3 나성범,5 (1-2),3루수 플라이 아웃,"2사 2,3루 5:1",이닝종료 5:1,1.39,0.634,-0.634,3.50%,-0.042
07월 13일, 삼성,9회말,뷰캐넌,3 나성범,2 (1-0),1루수 땅볼 아웃,"1사 2,3루 4:0",2사 3루 4:1,1.35,1.578,-0.191,1.70%,-0.043
09월 13일, 롯데,3회말,심재민,3 나성범,5 (3-1),좌익수 플라이 아웃,"2사 1,2루 3:0",이닝종료 3:0,1.67,0.484,-0.484,18.20%,-0.043
08월 01일, 삼성,7회초,이재익,3 나성범,3 (2-0),3루수 플라이 아웃,무사 6:7,1사 6:7,1.73,0.523,-0.257,73.90%,-0.044
08월 26일, 한화,3회말,페냐,3 나성범,3 (1-1),중견수 플라이 아웃,2사 3루 2:1,이닝종료 2:1,1.62,0.387,-0.387,37.50%,-0.044
07월 06일, SSG,9회초,서진용,3 나성범,3 (0-2),헛스윙 삼진,"1사 1,3루 7:6","2사 1,3루 7:6",1.42,1.258,-0.722,16.20%,-0.051
09월 17일, 두산,3회말,알칸타라,3 나성범,4 (1-2),헛스윙 삼진,무사 2루 2:1,1사 2루 2:1,1.51,1.249,-0.499,45.60%,-0.051
09월 09일, LG,1회말,임찬규,3 나성범,6 (3-2),헛스윙 삼진,"무사 1,2루 0:0","1사 1,2루 0:0",1.83,1.623,-0.647,58.50%,-0.051
07월 21일, 두산,5회말,알칸타라,3 나성범,3 (2-0),포수 파울플라이 아웃,2사 3루 1:1,이닝종료 1:1,1.92,0.387,-0.387,50.00%,-0.053
08월 06일, 한화,6회말,문동주,4 나성범,3 (2-0),포수 파울플라이 아웃,무사 1루 4:2,1사 1루 4:2,2.36,0.94,-0.41,26.00%,-0.054
09월 09일, LG,2회말,이지강,3 나성범,2 (0-1),좌익수 플라이 아웃,"2사 1,3루 4:3",이닝종료 4:3,1.99,0.536,-0.536,38.60%,-0.055
07월 07일, KT,5회초,엄상백,3 나성범,2 (1-0),우익수 플라이 아웃,"2사 1,2루 2:2",이닝종료 2:2,2.24,0.484,-0.484,56.60%,-0.058
07월 02일, LG,3회초,이정용,3 나성범,9 (1-2),루킹 삼진,"무사 1,2루 0:0","1사 1,2루 0:0",2.09,1.623,-0.647,45.70%,-0.059
08월 17일, 키움,8회말,김성진,4 나성범,2 (0-1),유격수 땅볼 아웃,무사 4:3,1사 4:3,2.48,0.523,-0.257,24.00%,-0.063
08월 18일, 삼성,3회초,와이드너,4 나성범,8 (3-2),헛스윙 삼진,"2사 2,3루 0:0",이닝종료 0:0,2.24,0.634,-0.634,55.50%,-0.066
08월 02일, 삼성,6회초,이승현,3 나성범,5 (1-2),중견수 희생플라이 아웃,무사 만루 1:3,"1사 1,2루 2:3",3.68,2.393,-0.417,59.90%,-0.068
08월 24일, KT,8회초,박영현,3 나성범,4 (1-2),우익수 플라이 아웃,1사 1루 2:3,2사 1루 2:3,2.9,0.53,-0.315,81.10%,-0.069
08월 27일, 한화,4회말,문동주,3 나성범,3 (0-2),루킹 삼진,"무사 1,2루 2:0","1사 1,2루 2:0",2.6,1.623,-0.647,35.80%,-0.071
07월 07일, KT,8회초,손동현,3 나성범,5 (2-2),헛스윙 삼진,1사 2루 2:2,2사 2루 2:2,2.59,0.75,-0.377,52.90%,-0.073
09월 03일, SSG,7회초,고효준,3 나성범,4 (2-1),좌익수 플라이 아웃,"1사 1,2루 5:6","2사 1,3루 5:6",3.79,0.977,-0.441,69.40%,-0.073
06월 28일, 키움,7회말,원종현,4 나성범,2 (1-0),3루수 파울플라이 아웃,"2사 1,2루 5:5",이닝종료 5:5,2.9,0.484,-0.484,50.00%,-0.074
08월 06일, 한화,12회말,이태양,4 나성범,6 (2-2),헛스윙 삼진,무사 1루 4:4,1사 1루 4:4,3.19,0.94,-0.41,63.50%,-0.077
